StudentID,LastName,FirstName,BirthDate,OffClass,Grade,Level,EthnicCode,HomeLang,MealCode,Attempted,Earned,English/ENL Avg,Social Studies Avg,Mathematics Avg,Science Avg,Foreign Language Avg,Arts Avg,Overall Avg
476983,,,,,,,,,,29.5,29.5,91.02,87.86,94.78,95.40,89.66,96.80,94.59
401593,,,,,,,,,,23.5,23.5,93.94,90.39,90.27,94.85,92.30,95.51,94.88
600742,,,,,,,,,,24.5,24.5,91.50,87.79,90.74,92.15,91.11,93.12,93.07
377865,,,,,,,,,,22.5,22.5,91.99,86.53,100.00,99.22,86.16,100.00,95.98
328739,,,,,,,,,,39.5,39.5,93.27,89.09,100.00,96.33,87.06,94.51,95.37
291078,,,,,,,,,,43.5,43.5,93.77,87.28,96.11,91.49,85.17,95.86,93.61
468715,,,,,,,,,,39.5,39.5,88.19,95.68,94.36,100.00,87.79,97.99,96.00
208163,,,,,,,,,,26.5,26.5,96.27,78.65,94.01,96.23,88.83,96.07,93.67
131603,,,,,,,,,,37.5,37.5,87.88,93.84,93.85,93.26,84.75,92.86,93.07
660034,,,,,,,,,,12.5,12.5,87.15,89.18,93.88,91.92,91.90,0.00,77.67
696280,,,,,,,,,,29.5,29.5,88.99,87.09,97.20,91.42,94.95,98.20,94.98
201740,,,,,,,,,,10.5,10.5,92.45,87.18,98.13,90.68,86.90,92.95,93.38
779562,,,,,,,,,,22.5,22.5,95.15,97.64,91.85,96.55,90.90,97.59,96.95
133499,,,,,,,,,,26.5,26.5,96.28,97.73,90.72,94.26,95.80,93.19,96.66
958470,,,,,,,,,,26.5,26.5,91.32,95.73,93.76,95.09,91.44,95.74,95.85
914309,,,,,,,,,,28.5,28.5,89.39,89.85,96.97,92.58,93.41,95.38,94.93
969398,,,,,,,,,,30.5,30.5,89.88,90.10,96.35,97.31,95.10,94.39,95.85
412315,,,,,,,,,,44.5,44.5,98.61,90.02,91.31,97.63,90.61,93.26,95.57
552857,,,,,,,,,,14.5,14.5,100.00,92.38,87.82,93.39,91.99,0.00,79.60
562652,,,,,,,,,,28.5,28.5,89.67,94.59,100.00,100.00,94.85,96.27,97.90
878271,,,,,,,,,,26,26,90.35,92.38,99.31,92.76,93.40,93.83,95.67
403209,,,,,,,,,,44.5,44.5,91.38,86.70,94.26,92.24,89.77,96.87,93.87
101957,,,,,,,,,,43.5,43.5,87.78,86.59,93.69,88.67,83.14,96.34,91.37
395187,,,,,,,,,,41.5,41.5,93.49,91.84,91.84,84.30,95.72,97.52,94.45
195548,,,,,,,,,,41.5,41.5,94.02,95.47,95.28,93.73,100.00,96.05,97.76
761013,,,,,,,,,,26.5,26.5,85.24,89.27,89.87,91.49,100.00,89.49,92.90
342848,,,,,,,,,,6.5,6.5,88.06,86.39,95.53,98.39,86.63,0.00,77.83
644721,,,,,,,,,,12.5,12.5,91.14,83.82,98.82,97.84,85.71,98.09,94.57
775776,,,,,,,,,,21.5,21.5,95.90,86.71,100.00,90.43,86.11,93.95,94.18
121685,,,,,,,,,,26.5,26.5,94.01,88.50,100.00,93.66,85.60,94.67,94.74
900685,,,,,,,,,,27.5,27.5,90.98,87.99,89.77,97.14,90.64,95.93,94.08
417066,,,,,,,,,,14.5,14.5,89.98,96.02,97.95,91.13,83.28,94.97,94.22
993948,,,,,,,,,,10.5,10.5,92.63,93.72,93.13,96.70,94.44,0.00,80.44
361455,,,,,,,,,,42.5,42.5,95.23,91.44,91.81,92.33,92.38,96.12,95.22
584332,,,,,,,,,,11.5,11.5,93.56,90.28,98.03,91.21,91.34,99.79,96.04
771771,,,,,,,,,,10.5,10.5,88.62,83.12,94.12,90.95,93.95,0.00,77.12
566409,,,,,,,,,,23.5,23.5,89.14,87.13,99.92,87.74,90.30,99.11,94.22
768938,,,,,,,,,,10.5,10.5,93.46,89.32,90.98,91.02,83.24,0.00,76.67
464621,,,,,,,,,,24.5,24.5,92.89,82.01,96.21,99.85,91.52,95.96,95.07
642554,,,,,,,,,,31.5,31.5,98.50,88.23,84.70,99.62,86.39,100.00,94.91
133673,,,,,,,,,,27.5,27.5,96.86,83.45,95.43,93.20,91.48,98.87,95.21
886845,,,,,,,,,,25.5,25.5,90.32,82.24,98.12,97.73,90.15,91.05,93.60
272399,,,,,,,,,,12.5,12.5,94.75,90.41,90.34,90.19,89.95,91.37,93.17
810357,,,,,,,,,,27.5,27.5,89.82,92.23,95.02,97.61,85.41,100.00,95.35
847910,,,,,,,,,,25.5,25.5,100.00,91.27,94.67,94.94,87.69,99.34,96.65
448350,,,,,,,,,,25.5,25.5,94.94,86.30,95.20,97.37,87.46,93.18,94.41
841196,,,,,,,,,,24.5,24.5,92.58,92.86,89.48,95.79,100.00,95.91,96.44
781877,,,,,,,,,,12.5,12.5,94.72,89.66,99.97,98.19,88.62,0.00,80.53
320018,,,,,,,,,,27.5,27.5,88.38,89.59,96.31,91.06,87.42,97.75,93.75
639837,,,,,,,,,,26.5,26.5,88.71,88.56,100.00,92.06,90.44,99.67,95.24
576967,,,,,,,,,,37.5,37.5,90.38,84.00,95.14,87.75,88.03,98.02,92.55
443682,,,,,,,,,,38.5,38.5,85.27,88.12,92.99,96.43,86.92,92.40,92.35
429222,,,,,,,,,,10.5,10.5,86.08,96.08,92.92,89.50,93.51,97.91,94.67
217068,,,,,,,,,,41,41,89.84,91.55,97.48,96.96,94.75,99.35,96.99
641662,,,,,,,,,,35.5,35.5,92.67,89.84,92.13,96.48,93.05,90.49,94.44
386961,,,,,,,,,,25.5,25.5,93.88,91.08,93.56,94.64,96.10,98.37,96.61
232061,,,,,,,,,,39.5,38.5,83.55,92.95,95.58,100.00,84.12,95.93,94.02
548574,,,,,,,,,,10.5,10.5,93.55,85.06,92.64,98.27,87.79,0.00,78.22
160004,,,,,,,,,,10.5,10.5,92.22,94.30,93.95,93.56,94.31,91.48,95.30
964821,,,,,,,,,,24.5,24.5,89.17,88.50,92.73,96.28,87.26,95.77,93.62
882077,,,,,,,,,,12.5,12.5,90.59,94.57,95.33,94.91,90.00,94.97,95.39
146026,,,,,,,,,,26.5,26.5,93.68,80.62,99.99,98.50,90.20,95.75,95.12
459292,,,,,,,,,,25.5,25.5,96.79,87.97,89.94,99.10,87.96,93.74,94.59
434836,,,,,,,,,,28.5,28.5,98.81,85.33,91.93,90.25,90.85,91.00,93.36
802942,,,,,,,,,,39.5,39.5,87.17,88.98,95.18,92.81,90.00,96.87,93.83
317488,,,,,,,,,,44.5,44.5,88.30,86.89,98.44,94.00,90.07,98.67,94.73
388359,,,,,,,,,,31.5,31.5,93.31,86.98,95.75,97.71,88.20,98.45,95.40
111119,,,,,,,,,,38.5,38.5,89.30,91.51,97.69,86.59,88.94,95.68,93.62
733367,,,,,,,,,,24.5,24.5,92.89,91.08,94.61,93.37,88.93,95.65,94.75
582442,,,,,,,,,,42.5,42.5,93.64,81.81,100.00,88.46,89.75,97.71,93.89
111777,,,,,,,,,,23.5,23.5,94.12,91.36,95.26,92.69,91.77,94.09,95.21
368844,,,,,,,,,,29.5,29.5,89.81,93.25,95.01,94.78,88.09,95.12,94.68
753692,,,,,,,,,,10.5,10.5,95.13,88.92,91.92,93.25,96.98,90.56,94.79
723533,,,,,,,,,,24,24,97.34,92.53,91.31,88.88,100.00,96.99,96.51
336617,,,,,,,,,,15.5,15.5,93.88,91.41,97.56,95.37,91.56,99.67,96.91
399553,,,,,,,,,,40.5,40.5,87.52,93.68,94.81,85.97,88.29,97.04,93.22
699061,,,,,,,,,,24.5,24.5,88.38,82.27,99.28,95.76,85.81,96.36,93.31
718516,,,,,,,,,,10.5,10.5,92.60,85.57,94.61,97.11,89.45,0.00,78.56
431319,,,,,,,,,,24.5,24.5,91.47,87.16,95.95,98.08,85.00,95.61,94.21
424183,,,,,,,,,,37.5,37.5,94.13,86.65,97.37,90.64,86.73,100.00,94.59
528390,,,,,,,,,,28.5,28.5,90.66,86.79,92.50,90.83,90.81,100.00,93.93
667327,,,,,,,,,,37.5,37.5,89.07,93.34,95.02,100.00,93.35,98.70,96.91
773865,,,,,,,,,,22.5,22.5,87.41,97.68,97.95,99.49,95.29,91.85,96.95
605078,,,,,,,,,,22.5,22.5,93.43,90.25,100.00,100.00,83.09,96.21,95.83
117508,,,,,,,,,,14.5,14.5,87.18,88.72,93.14,94.45,90.87,92.85,93.20
292390,,,,,,,,,,10.5,10.5,84.72,85.68,100.00,94.69,87.46,95.73,93.38
817913,,,,,,,,,,22.5,22.5,90.26,92.58,97.76,91.71,97.57,99.05,96.82
560221,,,,,,,,,,23.5,23.5,90.42,87.86,94.73,99.18,89.96,98.29,95.41
944781,,,,,,,,,,37.5,37.5,87.03,89.07,91.04,94.72,95.56,94.50,93.99
755049,,,,,,,,,,33.5,33.5,94.64,86.95,97.06,96.34,93.73,99.80,96.76
340056,,,,,,,,,,36.5,36.5,98.78,89.73,87.54,95.93,84.80,95.54,94.05
233185,,,,,,,,,,10.5,10.5,90.16,88.92,98.99,96.87,87.47,96.08,95.08
624770,,,,,,,,,,10.5,10.5,92.94,94.89,97.06,97.87,95.22,0.00,81.66
603825,,,,,,,,,,15.5,15.5,86.94,96.71,96.21,84.50,82.27,97.11,92.62
368252,,,,,,,,,,10.5,10.5,96.94,91.89,94.91,95.90,86.54,96.02,95.70
916210,,,,,,,,,,27.5,27.5,89.69,93.63,98.22,92.64,89.26,100.00,95.91
512220,,,,,,,,,,14.5,14.5,92.74,92.28,93.59,89.93,82.85,0.00,77.23
244260,,,,,,,,,,15.5,15.5,87.95,86.64,96.87,94.65,84.05,92.00,92.36
216154,,,,,,,,,,25.5,25.5,92.91,82.09,90.62,91.39,89.28,98.77,92.84
235909,,,,,,,,,,37.5,37.5,87.21,79.57,95.98,92.14,88.76,95.47,91.86
733123,,,,,,,,,,43.5,43.5,93.98,98.59,94.64,100.00,85.17,94.69,96.51
766596,,,,,,,,,,15.5,15.5,88.36,92.48,100.00,96.06,84.43,99.62,95.49
915556,,,,,,,,,,27,27,98.98,89.22,95.42,96.03,88.88,93.78,95.72
737574,,,,,,,,,,41.5,41.5,90.20,94.08,96.98,97.58,91.92,96.71,96.58
791186,,,,,,,,,,47.5,47.5,90.25,100.00,93.99,93.90,88.06,94.75,95.49
678515,,,,,,,,,,12.5,12.5,89.76,89.53,96.19,95.08,86.27,0.00,78.14
734188,,,,,,,,,,33.5,33.5,91.68,90.80,90.18,97.77,87.65,88.77,93.14
707906,,,,,,,,,,14.5,14.5,92.76,94.01,97.14,90.09,91.30,92.70,95.00
997704,,,,,,,,,,37.5,37.5,90.38,90.91,89.88,95.14,89.35,99.69,94.56
287332,,,,,,,,,,35.5,35.5,92.14,91.43,91.01,100.00,91.90,96.51,95.83
891024,,,,,,,,,,37.5,37.5,92.69,89.11,93.37,95.20,90.77,91.70,94.14
948901,,,,,,,,,,24.5,24.5,89.71,90.99,92.59,94.09,94.67,92.17,94.37
774605,,,,,,,,,,39.5,38.5,91.74,85.63,99.38,95.38,93.63,100.00,96.29
735395,,,,,,,,,,27.5,27.5,87.28,85.80,97.63,93.02,82.03,96.00,92.29
562702,,,,,,,,,,10.5,10.5,91.19,85.25,94.88,96.81,95.85,92.91,94.82
902280,,,,,,,,,,10.5,10.5,92.91,89.74,91.10,95.88,91.66,92.73,94.34
482841,,,,,,,,,,29.5,29.5,100.00,87.41,90.53,91.29,84.57,97.50,93.88
158584,,,,,,,,,,35.5,35.5,86.82,89.67,90.36,91.20,87.56,96.61,92.37
894463,,,,,,,,,,37.5,37.5,92.51,94.77,94.07,96.53,89.47,93.04,95.40
495869,,,,,,,,,,14.5,14.5,82.09,86.56,100.00,92.21,91.62,96.47,93.49
513433,,,,,,,,,,10.5,10.5,98.19,87.29,89.16,94.64,84.88,96.87,93.84
987211,,,,,,,,,,24.5,24.5,100.00,85.66,97.36,95.09,93.14,99.31,97.09
813129,,,,,,,,,,12.5,12.5,92.28,88.29,98.18,94.66,89.05,97.56,95.34
387030,,,,,,,,,,11.5,11.5,91.19,94.31,96.09,100.00,80.08,100.00,95.61
468131,,,,,,,,,,10.5,10.5,89.44,93.16,94.78,95.96,86.67,93.82,94.30
141912,,,,,,,,,,25.5,25.5,89.09,88.84,94.40,85.18,90.26,92.74,92.09
619046,,,,,,,,,,22.5,22.5,92.13,92.53,98.52,95.50,89.02,93.91,95.60
586680,,,,,,,,,,23.5,23.5,93.98,84.53,94.23,95.43,90.65,97.03,94.64
240740,,,,,,,,,,39.5,39.5,87.32,90.19,98.01,95.50,86.99,99.94,94.99
437185,,,,,,,,,,10.5,10.5,91.15,89.66,96.39,94.62,94.09,94.20,95.35
198943,,,,,,,,,,39.5,39.5,85.00,90.08,96.08,94.36,91.86,97.27,94.44
435072,,,,,,,,,,25.5,25.5,95.57,91.69,96.51,87.36,92.71,92.89,94.79
315367,,,,,,,,,,10.5,10.5,93.00,84.25,95.68,100.00,89.32,0.00,79.04
392615,,,,,,,,,,27.5,27.5,92.37,90.93,97.41,85.43,87.37,96.47,93.66
839422,,,,,,,,,,41.5,41.5,97.65,92.10,93.83,93.38,91.85,98.45,96.54
164304,,,,,,,,,,39.5,39.5,93.73,83.60,95.46,93.21,89.67,95.45,93.85
333806,,,,,,,,,,26.5,26.5,91.08,91.10,89.51,93.98,84.57,96.74,93.16
481100,,,,,,,,,,10.5,10.5,93.75,94.88,94.95,100.00,86.68,98.58,96.81
818451,,,,,,,,,,28.5,28.5,90.15,88.05,87.59,97.21,89.94,98.36,93.88
427681,,,,,,,,,,39.5,39.5,86.83,90.58,94.44,92.26,85.33,99.50,93.49
920226,,,,,,,,,,45.5,45.5,93.54,86.07,89.71,98.69,87.86,98.04,94.32
712654,,,,,,,,,,6.5,6.5,90.97,85.85,89.18,100.00,91.42,94.65,94.01
607447,,,,,,,,,,39.5,39.5,87.26,92.56,95.66,98.13,88.98,97.41,95.33
982140,,,,,,,,,,12.5,12.5,92.31,92.74,99.48,95.24,90.88,97.98,96.77
717324,,,,,,,,,,33.5,33.5,88.68,98.02,95.93,89.06,86.42,90.34,93.41
127995,,,,,,,,,,10.5,10.5,90.02,87.49,95.34,100.00,89.23,94.81,94.81
373415,,,,,,,,,,26.5,26.5,92.09,91.14,95.65,85.57,89.32,100.00,94.30
495999,,,,,,,,,,40.5,40.5,85.68,83.59,97.22,91.80,83.26,90.33,90.65
930962,,,,,,,,,,35.5,35.5,93.07,93.28,96.44,91.52,98.54,96.90,96.96
408301,,,,,,,,,,24.5,24.5,87.10,91.77,93.74,86.46,89.49,91.83,92.07
342352,,,,,,,,,,14.5,14.5,90.49,90.20,96.14,84.30,92.02,94.84,93.33
686486,,,,,,,,,,33.5,33.5,90.53,89.99,94.88,87.76,88.59,100.00,93.96
929577,,,,,,,,,,29.5,29.5,90.56,92.40,94.38,92.99,85.94,94.57,93.81
184262,,,,,,,,,,12.5,12.5,86.37,98.40,95.19,94.47,94.03,94.79,95.87
633353,,,,,,,,,,40.5,40.5,90.20,87.62,94.85,99.44,86.36,97.91,94.73
890648,,,,,,,,,,35.5,35.5,90.34,79.59,91.82,94.41,90.18,92.32,91.78
166274,,,,,,,,,,26.5,26.5,93.61,86.53,97.39,93.76,96.83,93.85,95.66
603795,,,,,,,,,,14.5,14.5,96.48,87.76,96.56,94.63,88.21,88.90,94.09
566457,,,,,,,,,,14.5,14.5,87.90,91.67,90.52,92.34,85.88,96.42,92.79
345604,,,,,,,,,,8.5,8.5,87.67,89.88,96.75,93.60,88.30,94.13,93.72
233435,,,,,,,,,,36.5,36.5,87.37,100.00,91.71,88.53,92.61,99.22,95.24
282129,,,,,,,,,,22.5,22.5,98.76,84.66,92.09,99.49,92.16,100.00,96.53
953605,,,,,,,,,,14.5,14.5,94.44,82.20,96.10,87.52,83.92,0.00,76.03
415885,,,,,,,,,,27.5,27.5,89.57,86.42,100.00,85.93,89.87,91.81,92.60
630037,,,,,,,,,,11.5,11.5,93.57,89.09,94.85,90.85,91.59,99.91,95.31
194267,,,,,,,,,,26.5,26.5,100.00,85.50,100.00,91.61,89.10,95.87,95.68
740568,,,,,,,,,,22.5,22.5,100.00,98.14,91.63,85.20,93.52,95.83,96.05
547502,,,,,,,,,,40.5,40.5,93.15,93.69,90.72,100.00,89.52,93.80,95.48
458995,,,,,,,,,,24.5,24.5,91.49,90.92,92.68,96.03,91.92,97.22,95.37
415233,,,,,,,,,,25.5,25.5,91.79,91.69,89.49,96.09,89.36,98.40,94.80
454949,,,,,,,,,,20.5,20.5,91.95,83.15,96.21,94.05,88.00,94.75,93.35
734037,,,,,,,,,,6.5,6.5,86.30,86.32,90.83,91.67,92.12,94.61,92.31
709122,,,,,,,,,,26.5,26.5,95.29,92.46,100.00,93.17,87.08,90.42,95.07
137619,,,,,,,,,,6.5,6.5,97.01,86.65,94.26,98.97,88.73,91.56,94.86
809054,,,,,,,,,,24.5,24.5,91.07,95.32,97.39,91.27,81.30,98.12,94.41
254690,,,,,,,,,,39.5,39.5,89.61,90.41,97.42,92.37,87.82,99.72,94.89
752735,,,,,,,,,,39.5,39.5,91.98,86.85,98.13,96.15,88.49,93.30,94.48
730338,,,,,,,,,,7.5,7.5,91.68,95.60,90.65,91.81,86.99,95.99,94.12
964852,,,,,,,,,,42,42,92.05,86.59,94.72,95.00,85.43,98.34,94.02
585440,,,,,,,,,,20.5,20.5,84.26,97.05,100.00,96.91,85.27,94.42,94.98
678913,,,,,,,,,,14.5,14.5,92.97,93.81,100.00,90.54,86.94,96.92,95.53
254930,,,,,,,,,,12.5,12.5,90.19,94.29,94.26,96.35,86.62,95.85,94.93
334531,,,,,,,,,,26.5,24.5,94.20,89.00,93.52,93.11,89.95,99.14,95.15
480568,,,,,,,,,,27.5,27.5,87.91,90.01,95.87,94.12,80.81,95.40,92.69
425490,,,,,,,,,,10.5,10.5,96.14,93.27,90.15,98.19,96.54,95.94,97.04
330117,,,,,,,,,,7.5,7.5,89.08,95.28,97.17,95.66,88.77,95.75,95.62
468718,,,,,,,,,,17.5,17.5,85.17,87.67,100.00,93.37,88.18,94.14,93.42
854149,,,,,,,,,,23.5,23.5,94.15,84.37,95.74,89.86,82.86,92.12,91.85
361011,,,,,,,,,,11.5,11.5,89.48,87.31,99.78,92.22,90.08,100.00,95.14
594092,,,,,,,,,,39.5,39.5,92.26,92.39,97.98,100.00,87.87,96.80,96.55
675486,,,,,,,,,,6.5,6.5,93.52,96.42,98.43,100.00,95.67,98.31,99.06
408292,,,,,,,,,,6.5,6.5,92.85,91.59,88.51,97.01,97.03,0.00,79.83
379907,,,,,,,,,,28.5,28.5,92.03,95.56,100.00,95.25,87.85,93.39,96.02
406013,,,,,,,,,,22.5,22.5,90.15,91.06,89.72,99.58,89.87,88.90,93.55
420096,,,,,,,,,,30.5,30.5,93.15,92.83,98.66,93.79,87.65,96.44,95.75
129083,,,,,,,,,,6.5,6.5,92.61,91.35,98.48,92.42,88.46,0.00,79.22
217879,,,,,,,,,,26.5,26.5,89.66,87.40,100.00,100.00,81.38,96.37,94.47
664822,,,,,,,,,,10.5,10.5,93.79,86.62,91.23,92.60,95.48,94.66,94.40
836155,,,,,,,,,,39.5,39.5,84.49,89.25,89.78,95.17,89.40,100.00,93.35
933371,,,,,,,,,,24.5,24.5,92.99,93.98,99.08,89.92,94.36,91.55,95.65
987032,,,,,,,,,,21.5,21.5,87.52,92.91,94.74,90.09,89.77,96.43,93.91
340404,,,,,,,,,,26.5,26.5,87.35,86.86,97.61,97.46,90.76,93.24,94.21
397850,,,,,,,,,,25.5,25.5,95.90,94.52,86.94,93.48,86.74,96.75,94.39
680148,,,,,,,,,,22.5,22.5,89.09,87.54,98.22,95.10,94.56,99.75,96.04
156306,,,,,,,,,,12.5,12.5,95.03,87.21,95.99,95.56,94.12,0.00,79.99
103809,,,,,,,,,,10.5,10.5,95.36,86.11,89.93,98.50,91.82,96.94,95.11
843833,,,,,,,,,,15.5,15.5,87.67,83.51,97.61,100.00,88.74,99.13,94.78
741648,,,,,,,,,,39.5,39.5,88.44,85.52,96.87,90.40,89.65,93.56,92.74
625688,,,,,,,,,,30.5,30.5,88.59,90.94,92.33,91.11,91.73,99.30,94.33
494309,,,,,,,,,,13.5,13.5,89.86,90.80,98.99,94.55,88.35,99.24,95.63
239403,,,,,,,,,,28.5,28.5,100.00,91.81,99.51,98.21,85.78,92.99,96.72
916832,,,,,,,,,,28.5,28.5,95.90,90.70,95.99,95.40,85.57,94.67,95.04
655564,,,,,,,,,,26.5,26.5,90.70,90.73,96.27,90.72,85.42,99.26,94.18
745288,,,,,,,,,,28.5,28.5,94.29,98.00,86.89,88.97,97.98,98.38,96.09
740043,,,,,,,,,,26.5,26.5,91.81,83.21,93.74,89.14,91.79,98.36,93.34
840419,,,,,,,,,,28.5,28.5,89.48,93.29,100.00,98.26,88.17,88.36,94.93
283863,,,,,,,,,,26.5,26.5,97.10,94.05,94.20,88.92,91.45,93.77,95.25
864550,,,,,,,,,,32.5,32.5,94.98,93.07,96.04,88.13,82.55,90.15,92.82
393765,,,,,,,,,,11.5,11.5,93.68,91.74,100.00,93.55,89.38,100.00,96.72
524105,,,,,,,,,,7.5,7.5,88.50,90.68,96.03,100.00,92.55,99.27,96.51
101576,,,,,,,,,,33.5,33.5,100.00,90.40,95.32,90.38,91.62,93.97,95.62
854153,,,,,,,,,,39.5,39.5,87.54,99.97,93.14,90.48,92.98,94.26,95.06
330951,,,,,,,,,,20.5,20.5,93.58,89.72,100.00,94.48,89.56,93.92,95.54
712781,,,,,,,,,,10.5,10.5,91.05,87.22,93.15,93.36,88.90,0.00,77.61
577045,,,,,,,,,,21.5,21.5,84.20,87.59,97.66,95.65,95.80,94.76,94.61
402453,,,,,,,,,,43.5,43.5,97.86,85.40,95.90,96.88,94.17,98.87,96.85
772310,,,,,,,,,,12.5,12.5,91.15,88.50,95.19,89.41,92.92,0.00,78.20
506465,,,,,,,,,,41.5,41.5,89.73,92.84,83.03,90.60,85.86,95.00,91.51
609238,,,,,,,,,,28.5,28.5,89.94,88.78,94.24,92.20,92.33,100.00,94.91
321498,,,,,,,,,,41.5,41.5,93.01,87.95,100.00,93.73,90.59,96.08,95.56
576857,,,,,,,,,,26.5,26.5,91.00,89.82,95.25,88.05,88.55,100.00,94.11
551125,,,,,,,,,,14.5,14.5,91.55,87.96,93.68,93.21,84.50,92.86,92.63
653123,,,,,,,,,,24.5,24.5,85.64,88.59,90.93,91.61,85.65,98.67,92.18
981568,,,,,,,,,,25.5,23.5,89.21,83.74,93.55,94.26,86.30,89.87,91.49
781152,,,,,,,,,,38,38,91.78,88.95,97.23,93.97,93.16,98.20,95.88
636596,,,,,,,,,,37.5,37.5,94.16,88.71,93.17,95.93,91.29,99.35,95.77
666023,,,,,,,,,,37.5,37.5,91.48,90.33,92.68,97.48,86.54,97.03,94.59
542804,,,,,,,,,,12.5,12.5,90.68,89.32,100.00,92.63,97.15,93.98,95.96
215777,,,,,,,,,,40.5,40.5,95.24,86.75,94.90,93.23,90.68,97.72,95.09
932855,,,,,,,,,,32,32,82.22,87.70,93.02,92.94,85.47,98.96,92.05
962204,,,,,,,,,,19.5,19.5,91.34,90.72,90.13,98.18,92.13,98.56,95.51
590721,,,,,,,,,,40.5,40.5,89.96,82.58,100.00,91.66,92.17,94.35,93.79
403734,,,,,,,,,,13.5,13.5,92.87,87.21,93.15,94.74,89.54,94.87,94.06
902294,,,,,,,,,,27,27,97.25,93.22,97.75,94.91,97.77,97.75,98.44
828869,,,,,,,,,,28.5,28.5,94.11,90.24,93.29,86.64,90.11,92.37,93.13
660507,,,,,,,,,,22.5,22.5,98.54,85.29,100.00,95.17,89.52,98.93,96.57
254870,,,,,,,,,,22.5,22.5,93.98,88.30,100.00,83.37,91.67,99.46,94.80
976900,,,,,,,,,,10.5,10.5,94.03,85.63,100.00,95.95,85.60,94.18,94.56
927093,,,,,,,,,,27.5,27.5,90.57,97.25,90.18,92.30,86.54,94.22,93.84
655944,,,,,,,,,,9.5,9.5,91.23,91.16,98.94,96.25,84.17,0.00,78.96
935280,,,,,,,,,,41.5,41.5,90.61,89.60,91.77,89.12,85.05,100.00,93.03
323656,,,,,,,,,,41.5,41.5,93.80,85.80,96.39,97.09,84.79,95.11,94.16
349124,,,,,,,,,,42,42,95.41,89.32,92.34,89.27,91.85,92.10,93.72
426598,,,,,,,,,,39.5,39.5,84.40,90.72,97.00,95.11,87.81,92.00,93.17
555178,,,,,,,,,,12.5,12.5,96.92,90.09,91.64,95.41,85.30,95.67,94.51
726003,,,,,,,,,,41.5,41.5,97.09,94.24,95.31,87.04,86.38,96.01,94.68
717907,,,,,,,,,,28.5,28.5,100.00,90.65,100.00,100.00,85.05,96.59,97.38
616686,,,,,,,,,,41.5,41.5,86.48,93.17,95.05,90.26,82.39,97.44,92.80
743194,,,,,,,,,,46.5,46.5,100.00,91.48,90.70,93.59,82.58,97.48,94.64
463465,,,,,,,,,,42.5,42.5,97.66,94.01,94.87,91.73,88.27,97.05,95.93
939605,,,,,,,,,,6.5,6.5,93.39,96.61,88.78,91.65,87.87,92.68,93.83
955073,,,,,,,,,,20.5,20.5,94.67,87.54,96.57,89.08,86.32,98.02,94.03
116192,,,,,,,,,,39.5,39.5,91.98,87.02,96.13,88.52,89.52,91.66,92.81
563715,,,,,,,,,,12.5,12.5,89.41,98.20,98.96,100.00,92.66,92.24,97.24
761948,,,,,,,,,,28.5,27.5,90.43,83.43,100.00,93.62,85.36,100.00,94.14
689142,,,,,,,,,,8.5,8.5,86.55,100.00,92.63,94.21,92.60,92.26,95.04
881905,,,,,,,,,,43.5,43.5,96.31,98.55,89.77,94.95,93.11,99.00,97.28
598022,,,,,,,,,,13.5,13.5,91.13,91.24,92.80,94.37,86.19,98.97,94.45
754151,,,,,,,,,,21.5,21.5,88.58,98.26,92.32,89.92,93.18,98.72,95.50
759771,,,,,,,,,,41.5,40.5,95.48,84.80,88.49,93.46,83.93,92.43,91.76
629699,,,,,,,,,,27.5,27.5,93.39,91.51,87.79,92.71,92.14,96.87,94.40
956011,,,,,,,,,,14.5,14.5,97.37,89.62,90.17,96.76,89.55,0.00,79.25
309929,,,,,,,,,,15.5,15.5,90.29,86.66,88.38,100.00,88.00,94.39,93.29
599694,,,,,,,,,,43.5,43.5,98.38,87.06,90.46,94.59,94.65,96.41,95.59
666124,,,,,,,,,,44.5,44.5,96.55,95.00,92.05,94.04,97.93,97.56,97.52
384267,,,,,,,,,,37.5,37.5,90.22,87.09,94.60,97.80,91.55,96.93,95.03
174547,,,,,,,,,,6.5,6.5,88.97,89.17,100.00,93.14,91.04,99.47,95.63
993736,,,,,,,,,,22.5,22.5,97.12,90.46,87.46,99.84,85.65,95.97,94.75
726461,,,,,,,,,,34,34,84.29,88.98,96.13,92.80,84.43,96.22,92.47
708717,,,,,,,,,,6.5,6.5,87.21,84.38,91.50,94.77,91.73,92.81,92.40
227916,,,,,,,,,,10.5,10.5,89.23,85.71,92.17,97.72,87.00,93.21,92.84
972735,,,,,,,,,,10.5,10.5,89.59,86.99,98.56,100.00,86.95,0.00,79.01
522570,,,,,,,,,,33.5,33.5,91.01,90.20,83.01,95.98,94.97,98.24,94.23
971781,,,,,,,,,,35.5,35.5,82.19,89.56,85.53,97.10,88.05,94.46,91.48
307891,,,,,,,,,,32,32,88.38,98.89,94.54,100.00,88.22,98.31,96.72
349442,,,,,,,,,,10.5,10.5,85.08,92.39,93.63,100.00,90.68,0.00,78.96
351775,,,,,,,,,,25.5,25.5,89.67,91.84,92.72,91.79,87.00,93.66,93.11
117369,,,,,,,,,,35.5,35.5,88.16,88.54,96.37,95.64,90.46,91.19,93.73
545338,,,,,,,,,,12.5,12.5,92.06,87.90,93.22,95.86,88.90,0.00,78.32
386415,,,,,,,,,,39.5,39.5,91.81,91.88,98.62,100.00,91.74,94.95,96.83
